Source,Target,Type,Id,Label,timeset,Weight
60,51,Directed,991,,,1
54,51,Directed,992,,,1
102,51,Directed,993,,,1
74,51,Directed,994,,,2
88,51,Directed,995,,,1
81,51,Directed,996,,,1
55,51,Directed,997,,,1
41,51,Directed,998,,,2
76,51,Directed,999,,,1
33,51,Directed,1000,,,1
95,51,Directed,1001,,,2
86,51,Directed,1002,,,1
54,52,Directed,1003,,,1
73,52,Directed,1004,,,1
5,52,Directed,1005,,,1
73,54,Directed,1006,,,1
53,54,Directed,1007,,,1
69,54,Directed,1008,,,1
35,54,Directed,1009,,,1
5,55,Directed,1010,,,2
60,55,Directed,1011,,,4
41,55,Directed,1012,,,5
102,55,Directed,1013,,,4
82,55,Directed,1014,,,2
69,55,Directed,1015,,,2
88,55,Directed,1016,,,2
28,55,Directed,1017,,,1
65,55,Directed,1018,,,4
73,55,Directed,1019,,,2
35,55,Directed,1020,,,4
20,55,Directed,1021,,,3
72,55,Directed,1022,,,1
53,55,Directed,1023,,,3
108,55,Directed,1024,,,3
89,55,Directed,1025,,,5
54,55,Directed,1026,,,2
45,55,Directed,1027,,,1
31,55,Directed,1028,,,2
90,55,Directed,1029,,,2
88,56,Directed,1030,,,1
46,56,Directed,1031,,,2
37,56,Directed,1032,,,5
42,56,Directed,1033,,,2
31,56,Directed,1034,,,2
70,56,Directed,1035,,,2
80,56,Directed,1036,,,1
12,56,Directed,1037,,,4
47,56,Directed,1038,,,5
4,56,Directed,1039,,,1
76,56,Directed,1040,,,2
7,56,Directed,1041,,,3
99,56,Directed,1042,,,9
86,56,Directed,1043,,,3
60,56,Directed,1044,,,3
74,56,Directed,1045,,,9
45,56,Directed,1046,,,4
79,56,Directed,1047,,,1
14,56,Directed,1048,,,1
5,56,Directed,1049,,,1
44,56,Directed,1050,,,3
58,56,Directed,1051,,,6
16,56,Directed,1052,,,10
28,56,Directed,1053,,,1
82,56,Directed,1054,,,6
6,56,Directed,1055,,,1
9,56,Directed,1056,,,2
49,56,Directed,1057,,,3
98,56,Directed,1058,,,4
68,56,Directed,1059,,,9
95,56,Directed,1060,,,4
22,56,Directed,1061,,,2
101,56,Directed,1062,,,2
48,56,Directed,1063,,,12
29,56,Directed,1064,,,6
61,56,Directed,1065,,,3
96,56,Directed,1066,,,2
78,56,Directed,1067,,,4
25,56,Directed,1068,,,5
40,56,Directed,1069,,,3
52,56,Directed,1070,,,5
103,56,Directed,1071,,,5
73,56,Directed,1072,,,2
21,56,Directed,1073,,,4
35,56,Directed,1074,,,2
11,56,Directed,1075,,,8
43,56,Directed,1076,,,2
41,56,Directed,1077,,,4
53,56,Directed,1078,,,4
108,56,Directed,1079,,,2
55,56,Directed,1080,,,2
38,56,Directed,1081,,,8
3,56,Directed,1082,,,1
89,56,Directed,1083,,,1
102,56,Directed,1084,,,2
69,56,Directed,1085,,,3
27,56,Directed,1086,,,3
1,56,Directed,1087,,,1
81,56,Directed,1088,,,5
51,56,Directed,1089,,,1
54,56,Directed,1090,,,2
104,56,Directed,1091,,,1
109,56,Directed,1092,,,3
15,56,Directed,1093,,,2
23,56,Directed,1094,,,1
20,56,Directed,1095,,,7
62,56,Directed,1096,,,3
92,56,Directed,1097,,,5
77,56,Directed,1098,,,3
59,56,Directed,1099,,,5
26,56,Directed,1100,,,1
71,56,Directed,1101,,,3
63,56,Directed,1102,,,5
14,57,Directed,1103,,,13
98,57,Directed,1104,,,9
88,57,Directed,1105,,,4
48,57,Directed,1106,,,4
101,57,Directed,1107,,,13
52,57,Directed,1108,,,15
24,57,Directed,1109,,,1
21,57,Directed,1110,,,1
47,57,Directed,1111,,,6
29,57,Directed,1112,,,1
32,57,Directed,1113,,,17
34,57,Directed,1114,,,5
45,57,Directed,1115,,,1
31,57,Directed,1116,,,2
12,57,Directed,1117,,,5
86,57,Directed,1118,,,27
80,57,Directed,1119,,,1
77,57,Directed,1120,,,25
13,57,Directed,1121,,,23
107,57,Directed,1122,,,5
46,57,Directed,1123,,,6
30,57,Directed,1124,,,16
5,57,Directed,1125,,,31
4,57,Directed,1126,,,12
49,57,Directed,1127,,,36
72,57,Directed,1128,,,1
74,57,Directed,1129,,,3
97,57,Directed,1130,,,4
44,57,Directed,1131,,,5
37,57,Directed,1132,,,4
2,57,Directed,1133,,,17
56,57,Directed,1134,,,3
70,57,Directed,1135,,,6
20,57,Directed,1136,,,91
99,57,Directed,1137,,,3
8,57,Directed,1138,,,2
66,57,Directed,1139,,,4
95,57,Directed,1140,,,27
36,57,Directed,1141,,,8
6,57,Directed,1142,,,5
81,57,Directed,1143,,,1
104,57,Directed,1144,,,12
42,57,Directed,1145,,,1
55,57,Directed,1146,,,27
22,57,Directed,1147,,,72
108,57,Directed,1148,,,44
82,57,Directed,1149,,,52
69,57,Directed,1150,,,32
79,57,Directed,1151,,,23
19,57,Directed,1152,,,2
73,57,Directed,1153,,,14
27,57,Directed,1154,,,14
92,57,Directed,1155,,,15
59,57,Directed,1156,,,20
18,57,Directed,1157,,,19
53,57,Directed,1158,,,59
60,57,Directed,1159,,,53
85,57,Directed,1160,,,1
41,57,Directed,1161,,,21
39,57,Directed,1162,,,2
38,57,Directed,1163,,,35
93,57,Directed,1164,,,25
50,57,Directed,1165,,,3
54,57,Directed,1166,,,14
94,57,Directed,1167,,,2
3,57,Directed,1168,,,13
84,57,Directed,1169,,,5
102,57,Directed,1170,,,5
23,57,Directed,1171,,,30
67,57,Directed,1172,,,19
26,57,Directed,1173,,,1
89,57,Directed,1174,,,5
35,57,Directed,1175,,,49
1,57,Directed,1176,,,1
58,57,Directed,1177,,,13
15,57,Directed,1178,,,3
91,57,Directed,1179,,,4
63,57,Directed,1180,,,1
62,57,Directed,1181,,,6
65,57,Directed,1182,,,14
43,57,Directed,1183,,,5
40,57,Directed,1184,,,4
33,57,Directed,1185,,,7
51,57,Directed,1186,,,1
9,57,Directed,1187,,,1
87,57,Directed,1188,,,5
100,57,Directed,1189,,,1
76,57,Directed,1190,,,27
28,57,Directed,1191,,,24
49,58,Directed,1192,,,1
102,58,Directed,1193,,,3
103,58,Directed,1194,,,1
79,58,Directed,1195,,,1
41,58,Directed,1196,,,1
54,58,Directed,1197,,,1
86,58,Directed,1198,,,2
101,58,Directed,1199,,,2
67,58,Directed,1200,,,2
99,58,Directed,1201,,,1
31,58,Directed,1202,,,1
59,58,Directed,1203,,,2
5,58,Directed,1204,,,2
92,58,Directed,1205,,,3
21,58,Directed,1206,,,2
73,58,Directed,1207,,,1
95,58,Directed,1208,,,5
23,58,Directed,1209,,,4
60,58,Directed,1210,,,2
29,58,Directed,1211,,,2
43,58,Directed,1212,,,1
42,58,Directed,1213,,,1
77,58,Directed,1214,,,4
22,58,Directed,1215,,,2
97,58,Directed,1216,,,1
38,58,Directed,1217,,,1
16,58,Directed,1218,,,1
20,58,Directed,1219,,,1
69,58,Directed,1220,,,4
40,58,Directed,1221,,,1
35,59,Directed,1222,,,4
101,59,Directed,1223,,,7
37,59,Directed,1224,,,1
2,59,Directed,1225,,,2
86,59,Directed,1226,,,28
4,59,Directed,1227,,,1
12,59,Directed,1228,,,1
52,59,Directed,1229,,,3
69,59,Directed,1230,,,3
79,59,Directed,1231,,,4
72,59,Directed,1232,,,1
103,59,Directed,1233,,,2
67,59,Directed,1234,,,2
76,59,Directed,1235,,,5
5,59,Directed,1236,,,2
49,59,Directed,1237,,,4
36,59,Directed,1238,,,5
20,59,Directed,1239,,,10
28,59,Directed,1240,,,1
42,59,Directed,1241,,,2
41,59,Directed,1242,,,5
38,59,Directed,1243,,,4
6,59,Directed,1244,,,1
15,59,Directed,1245,,,1
60,59,Directed,1246,,,2
3,59,Directed,1247,,,1
14,59,Directed,1248,,,3
104,59,Directed,1249,,,2
73,59,Directed,1250,,,1
55,59,Directed,1251,,,3
108,59,Directed,1252,,,7
43,59,Directed,1253,,,1
109,59,Directed,1254,,,2
53,59,Directed,1255,,,5
31,59,Directed,1256,,,1
27,59,Directed,1257,,,3
46,59,Directed,1258,,,3
23,59,Directed,1259,,,1
95,59,Directed,1260,,,4
54,59,Directed,1261,,,4
70,59,Directed,1262,,,1
29,59,Directed,1263,,,1
85,59,Directed,1264,,,1
22,59,Directed,1265,,,4
82,59,Directed,1266,,,4
103,60,Directed,1267,,,1
20,60,Directed,1268,,,5
65,60,Directed,1269,,,1
34,60,Directed,1270,,,1
82,60,Directed,1271,,,5
28,60,Directed,1272,,,3
35,60,Directed,1273,,,2
108,60,Directed,1274,,,4
88,60,Directed,1275,,,1
89,60,Directed,1276,,,1
29,60,Directed,1277,,,1
41,60,Directed,1278,,,1
53,60,Directed,1279,,,5
54,60,Directed,1280,,,1
4,60,Directed,1281,,,1
43,61,Directed,1282,,,2
76,61,Directed,1283,,,1
86,61,Directed,1284,,,2
29,61,Directed,1285,,,1
9,61,Directed,1286,,,1
71,61,Directed,1287,,,2
42,61,Directed,1288,,,3
81,61,Directed,1289,,,4
78,61,Directed,1290,,,1
59,61,Directed,1291,,,2
11,61,Directed,1292,,,2
12,61,Directed,1293,,,3
63,61,Directed,1294,,,1
75,61,Directed,1295,,,1
95,61,Directed,1296,,,1
108,61,Directed,1297,,,1
54,61,Directed,1298,,,2
26,61,Directed,1299,,,1
88,61,Directed,1300,,,2
55,61,Directed,1301,,,1
99,61,Directed,1302,,,1
31,61,Directed,1303,,,4
74,61,Directed,1304,,,2
89,61,Directed,1305,,,1
25,61,Directed,1306,,,1
65,61,Directed,1307,,,2
47,61,Directed,1308,,,1
6,61,Directed,1309,,,1
35,61,Directed,1310,,,1
109,61,Directed,1311,,,1
48,61,Directed,1312,,,1
101,61,Directed,1313,,,3
60,61,Directed,1314,,,2
82,61,Directed,1315,,,1
38,61,Directed,1316,,,2
44,61,Directed,1317,,,1
53,61,Directed,1318,,,2
45,61,Directed,1319,,,2
98,61,Directed,1320,,,1
72,61,Directed,1321,,,3
96,61,Directed,1322,,,4
67,61,Directed,1323,,,1
58,61,Directed,1324,,,1
103,61,Directed,1325,,,2
73,61,Directed,1326,,,3
22,61,Directed,1327,,,5
52,61,Directed,1328,,,1
20,61,Directed,1329,,,1
41,61,Directed,1330,,,1
68,61,Directed,1331,,,1
99,62,Directed,1332,,,2
22,62,Directed,1333,,,1
65,62,Directed,1334,,,1
92,62,Directed,1335,,,1
58,62,Directed,1336,,,3
49,62,Directed,1337,,,1
95,62,Directed,1338,,,1
3,62,Directed,1339,,,1
54,62,Directed,1340,,,1
5,62,Directed,1341,,,1
97,62,Directed,1342,,,1
55,62,Directed,1343,,,1
67,62,Directed,1344,,,1
16,62,Directed,1345,,,1
77,63,Directed,1346,,,1
98,63,Directed,1347,,,1
60,63,Directed,1348,,,2
5,63,Directed,1349,,,2
16,63,Directed,1350,,,2
74,63,Directed,1351,,,4
45,63,Directed,1352,,,1
35,63,Directed,1353,,,2
59,63,Directed,1354,,,2
21,63,Directed,1355,,,4
103,63,Directed,1356,,,3
4,63,Directed,1357,,,2
79,63,Directed,1358,,,3
104,63,Directed,1359,,,1
14,63,Directed,1360,,,1
3,63,Directed,1361,,,1
2,63,Directed,1362,,,2
69,63,Directed,1363,,,4
109,63,Directed,1364,,,2
44,63,Directed,1365,,,2
101,63,Directed,1366,,,2
73,63,Directed,1367,,,2
68,63,Directed,1368,,,2
47,63,Directed,1369,,,1
41,63,Directed,1370,,,5
12,63,Directed,1371,,,4
96,63,Directed,1372,,,9
6,63,Directed,1373,,,1
49,63,Directed,1374,,,2
31,63,Directed,1375,,,4
92,63,Directed,1376,,,5
1,63,Directed,1377,,,2
26,63,Directed,1378,,,3
72,63,Directed,1379,,,2
48,63,Directed,1380,,,6
76,63,Directed,1381,,,3
89,63,Directed,1382,,,2
81,63,Directed,1383,,,5
22,63,Directed,1384,,,6
25,63,Directed,1385,,,2
40,63,Directed,1386,,,1
20,63,Directed,1387,,,4
71,63,Directed,1388,,,1
54,63,Directed,1389,,,5
108,63,Directed,1390,,,4
102,63,Directed,1391,,,1
62,63,Directed,1392,,,1
95,63,Directed,1393,,,1
53,63,Directed,1394,,,4
55,63,Directed,1395,,,1
88,63,Directed,1396,,,4
86,63,Directed,1397,,,4
28,63,Directed,1398,,,2
82,63,Directed,1399,,,5
15,63,Directed,1400,,,1
33,63,Directed,1401,,,1
38,63,Directed,1402,,,4
99,63,Directed,1403,,,2
29,63,Directed,1404,,,3
42,63,Directed,1405,,,5
70,63,Directed,1406,,,1
37,63,Directed,1407,,,2
35,65,Directed,1408,,,1
41,65,Directed,1409,,,1
108,65,Directed,1410,,,1
53,65,Directed,1411,,,1
82,65,Directed,1412,,,1
28,65,Directed,1413,,,1
86,66,Directed,1414,,,2
14,66,Directed,1415,,,1
67,66,Directed,1416,,,1
32,66,Directed,1417,,,1
77,66,Directed,1418,,,1
87,66,Directed,1419,,,1
27,66,Directed,1420,,,1
60,66,Directed,1421,,,1
52,66,Directed,1422,,,1
104,66,Directed,1423,,,1
20,66,Directed,1424,,,1
92,66,Directed,1425,,,1
59,66,Directed,1426,,,1
2,66,Directed,1427,,,1
4,66,Directed,1428,,,1
3,66,Directed,1429,,,1
45,66,Directed,1430,,,1
65,66,Directed,1431,,,1
70,66,Directed,1432,,,1
18,66,Directed,1433,,,1
53,67,Directed,1434,,,5
31,67,Directed,1435,,,1
69,67,Directed,1436,,,1
108,67,Directed,1437,,,4
102,67,Directed,1438,,,1
6,67,Directed,1439,,,1
29,67,Directed,1440,,,1
82,67,Directed,1441,,,6
12,67,Directed,1442,,,1
4,67,Directed,1443,,,1
22,67,Directed,1444,,,3
54,67,Directed,1445,,,2
52,67,Directed,1446,,,3
88,67,Directed,1447,,,1
28,67,Directed,1448,,,3
21,67,Directed,1449,,,1
70,67,Directed,1450,,,2
45,67,Directed,1451,,,1
49,67,Directed,1452,,,2
35,67,Directed,1453,,,4
40,67,Directed,1454,,,1
101,67,Directed,1455,,,1
15,67,Directed,1456,,,1
104,67,Directed,1457,,,2
65,67,Directed,1458,,,1
20,67,Directed,1459,,,3
73,67,Directed,1460,,,1
44,67,Directed,1461,,,2
34,67,Directed,1462,,,1
23,67,Directed,1463,,,3
55,67,Directed,1464,,,3
95,67,Directed,1465,,,1
60,67,Directed,1466,,,1
2,67,Directed,1467,,,1
109,67,Directed,1468,,,1
15,68,Directed,1469,,,1
69,68,Directed,1470,,,2
95,68,Directed,1471,,,3
22,68,Directed,1472,,,2
62,68,Directed,1473,,,1
52,68,Directed,1474,,,2
99,68,Directed,1475,,,3
55,68,Directed,1476,,,1
28,68,Directed,1477,,,2
37,68,Directed,1478,,,1
81,68,Directed,1479,,,1
4,68,Directed,1480,,,1
31,68,Directed,1481,,,2
86,68,Directed,1482,,,1
33,68,Directed,1483,,,2
42,68,Directed,1484,,,1
82,68,Directed,1485,,,3
34,68,Directed,1486,,,1
53,68,Directed,1487,,,2
26,68,Directed,1488,,,1
77,68,Directed,1489,,,1
29,68,Directed,1490,,,2
2,68,Directed,1491,,,1
60,68,Directed,1492,,,1
85,68,Directed,1493,,,1
78,68,Directed,1494,,,1
101,68,Directed,1495,,,2
12,68,Directed,1496,,,3
67,68,Directed,1497,,,3
109,68,Directed,1498,,,1
47,68,Directed,1499,,,1
74,68,Directed,1500,,,1
104,68,Directed,1501,,,1
3,68,Directed,1502,,,1
73,68,Directed,1503,,,2
49,68,Directed,1504,,,2
96,68,Directed,1505,,,1
41,68,Directed,1506,,,2
38,68,Directed,1507,,,4
48,68,Directed,1508,,,3
70,68,Directed,1509,,,1
20,68,Directed,1510,,,3
10,68,Directed,1511,,,1
65,68,Directed,1512,,,2
54,68,Directed,1513,,,2
16,68,Directed,1514,,,2
43,68,Directed,1515,,,1
40,68,Directed,1516,,,1
44,68,Directed,1517,,,1
21,68,Directed,1518,,,1
33,69,Directed,1519,,,2
73,69,Directed,1520,,,2
78,69,Directed,1521,,,1
82,71,Directed,1522,,,1
52,71,Directed,1523,,,1
49,71,Directed,1524,,,2
65,71,Directed,1525,,,1
4,71,Directed,1526,,,1
16,71,Directed,1527,,,1
74,71,Directed,1528,,,1
103,71,Directed,1529,,,1
5,71,Directed,1530,,,2
23,71,Directed,1531,,,1
60,71,Directed,1532,,,1
22,71,Directed,1533,,,2
53,71,Directed,1534,,,3
54,71,Directed,1535,,,1
96,71,Directed,1536,,,3
41,71,Directed,1537,,,2
69,71,Directed,1538,,,1
45,71,Directed,1539,,,1
2,71,Directed,1540,,,2
48,71,Directed,1541,,,1
20,71,Directed,1542,,,2
88,72,Directed,1543,,,3
53,72,Directed,1544,,,3
20,72,Directed,1545,,,3
60,72,Directed,1546,,,2
54,72,Directed,1547,,,3
82,72,Directed,1548,,,3
42,72,Directed,1549,,,1
41,72,Directed,1550,,,3
31,72,Directed,1551,,,2
89,72,Directed,1552,,,2
65,72,Directed,1553,,,3
102,74,Directed,1554,,,1
16,74,Directed,1555,,,1
82,74,Directed,1556,,,1
73,74,Directed,1557,,,1
35,74,Directed,1558,,,1
49,74,Directed,1559,,,2
79,74,Directed,1560,,,1
22,74,Directed,1561,,,2
98,74,Directed,1562,,,1
53,74,Directed,1563,,,1
54,74,Directed,1564,,,2
95,74,Directed,1565,,,2
48,74,Directed,1566,,,1
85,74,Directed,1567,,,1
69,74,Directed,1568,,,1
108,74,Directed,1569,,,2
55,74,Directed,1570,,,1
99,74,Directed,1571,,,2
28,74,Directed,1572,,,1
22,75,Directed,1573,,,1
82,75,Directed,1574,,,2
48,75,Directed,1575,,,2
74,75,Directed,1576,,,1
81,75,Directed,1577,,,1
29,75,Directed,1578,,,1
25,75,Directed,1579,,,1
4,75,Directed,1580,,,1
38,75,Directed,1581,,,2
53,75,Directed,1582,,,1
5,75,Directed,1583,,,1
103,75,Directed,1584,,,1
16,75,Directed,1585,,,1
96,75,Directed,1586,,,1
27,76,Directed,1587,,,5
108,76,Directed,1588,,,13
95,76,Directed,1589,,,3
12,76,Directed,1590,,,2
54,76,Directed,1591,,,1
73,76,Directed,1592,,,1
70,76,Directed,1593,,,2
28,76,Directed,1594,,,8
6,76,Directed,1595,,,1
67,76,Directed,1596,,,4
102,76,Directed,1597,,,2
33,76,Directed,1598,,,1
60,76,Directed,1599,,,11
4,76,Directed,1600,,,6
31,76,Directed,1601,,,1
38,76,Directed,1602,,,7
42,76,Directed,1603,,,2
82,76,Directed,1604,,,15
52,76,Directed,1605,,,9
79,76,Directed,1606,,,9
23,76,Directed,1607,,,1
45,76,Directed,1608,,,1
49,76,Directed,1609,,,11
88,76,Directed,1610,,,2
2,76,Directed,1611,,,5
43,76,Directed,1612,,,1
89,76,Directed,1613,,,1
104,76,Directed,1614,,,5
109,76,Directed,1615,,,2
20,76,Directed,1616,,,19
90,76,Directed,1617,,,1
15,76,Directed,1618,,,1
5,76,Directed,1619,,,4
65,76,Directed,1620,,,2
35,76,Directed,1621,,,13
34,76,Directed,1622,,,2
41,76,Directed,1623,,,3
3,76,Directed,1624,,,5
14,76,Directed,1625,,,5
53,76,Directed,1626,,,11
22,76,Directed,1627,,,8
78,76,Directed,1628,,,1
103,76,Directed,1629,,,5
55,76,Directed,1630,,,10
40,76,Directed,1631,,,1
21,76,Directed,1632,,,1
69,76,Directed,1633,,,3
54,77,Directed,1634,,,1
60,77,Directed,1635,,,2
15,77,Directed,1636,,,1
5,77,Directed,1637,,,2
33,77,Directed,1638,,,1
73,77,Directed,1639,,,1
37,77,Directed,1640,,,1
35,77,Directed,1641,,,4
82,77,Directed,1642,,,3
22,77,Directed,1643,,,1
95,77,Directed,1644,,,2
86,77,Directed,1645,,,2
49,77,Directed,1646,,,4
52,77,Directed,1647,,,1
59,77,Directed,1648,,,2
108,77,Directed,1649,,,4
28,77,Directed,1650,,,2
91,77,Directed,1651,,,1
98,77,Directed,1652,,,1
23,77,Directed,1653,,,1
20,77,Directed,1654,,,4
50,77,Directed,1655,,,1
76,77,Directed,1656,,,2
69,77,Directed,1657,,,5
36,77,Directed,1658,,,1
53,77,Directed,1659,,,3
92,77,Directed,1660,,,2
47,77,Directed,1661,,,2
40,77,Directed,1662,,,1
73,78,Directed,1663,,,3
33,78,Directed,1664,,,3
34,79,Directed,1665,,,1
82,79,Directed,1666,,,2
3,79,Directed,1667,,,1
52,79,Directed,1668,,,3
90,79,Directed,1669,,,1
35,79,Directed,1670,,,4
20,79,Directed,1671,,,7
15,79,Directed,1672,,,2
53,79,Directed,1673,,,3
28,79,Directed,1674,,,3
21,79,Directed,1675,,,1
72,79,Directed,1676,,,2
104,79,Directed,1677,,,1
103,79,Directed,1678,,,2
27,79,Directed,1679,,,3
101,79,Directed,1680,,,1
88,79,Directed,1681,,,3
89,79,Directed,1682,,,3
73,79,Directed,1683,,,1
102,79,Directed,1684,,,3
45,79,Directed,1685,,,3
65,79,Directed,1686,,,4
67,79,Directed,1687,,,4
31,79,Directed,1688,,,2
22,79,Directed,1689,,,5
14,79,Directed,1690,,,1
54,79,Directed,1691,,,2
108,79,Directed,1692,,,4
23,79,Directed,1693,,,1
12,79,Directed,1694,,,2
60,79,Directed,1695,,,5
41,79,Directed,1696,,,6
5,79,Directed,1697,,,5
1,79,Directed,1698,,,1
109,79,Directed,1699,,,3
55,79,Directed,1700,,,5
38,79,Directed,1701,,,5
2,79,Directed,1702,,,2
95,79,Directed,1703,,,2
49,79,Directed,1704,,,3
43,79,Directed,1705,,,1
29,81,Directed,1706,,,3
102,81,Directed,1707,,,2
88,81,Directed,1708,,,1
45,81,Directed,1709,,,1
60,81,Directed,1710,,,1
54,81,Directed,1711,,,1
20,81,Directed,1712,,,1
42,81,Directed,1713,,,5
16,81,Directed,1714,,,1
14,81,Directed,1715,,,2
12,81,Directed,1716,,,5
31,81,Directed,1717,,,1
22,81,Directed,1718,,,3
5,81,Directed,1719,,,1
79,81,Directed,1720,,,1
21,81,Directed,1721,,,1
8,81,Directed,1722,,,1
82,81,Directed,1723,,,2
101,81,Directed,1724,,,2
49,81,Directed,1725,,,2
76,81,Directed,1726,,,1
78,81,Directed,1727,,,2
109,81,Directed,1728,,,2
59,81,Directed,1729,,,2
38,81,Directed,1730,,,2
25,81,Directed,1731,,,1
90,81,Directed,1732,,,2
52,81,Directed,1733,,,1
96,81,Directed,1734,,,4
103,81,Directed,1735,,,2
92,81,Directed,1736,,,2
41,81,Directed,1737,,,3
48,81,Directed,1738,,,5
65,81,Directed,1739,,,2
74,81,Directed,1740,,,1
95,81,Directed,1741,,,5
6,81,Directed,1742,,,1
86,81,Directed,1743,,,1
55,81,Directed,1744,,,2
69,81,Directed,1745,,,1
43,81,Directed,1746,,,1
72,81,Directed,1747,,,2
108,81,Directed,1748,,,1
27,81,Directed,1749,,,2
91,83,Directed,1750,,,1
20,83,Directed,1751,,,1
13,83,Directed,1752,,,1
6,83,Directed,1753,,,1
35,83,Directed,1754,,,1
79,83,Directed,1755,,,1
55,83,Directed,1756,,,1
22,83,Directed,1757,,,1
76,83,Directed,1758,,,1
67,83,Directed,1759,,,1
82,83,Directed,1760,,,1
49,83,Directed,1761,,,1
53,83,Directed,1762,,,1
27,83,Directed,1763,,,1
108,83,Directed,1764,,,1
4,84,Directed,1765,,,4
87,84,Directed,1766,,,1
45,84,Directed,1767,,,1
33,84,Directed,1768,,,1
76,84,Directed,1769,,,8
69,84,Directed,1770,,,2
49,84,Directed,1771,,,4
9,84,Directed,1772,,,1
82,84,Directed,1773,,,11
20,84,Directed,1774,,,7
27,84,Directed,1775,,,1
13,84,Directed,1776,,,2
67,84,Directed,1777,,,2
28,84,Directed,1778,,,2
35,84,Directed,1779,,,6
22,84,Directed,1780,,,2
14,84,Directed,1781,,,4
53,84,Directed,1782,,,11
52,84,Directed,1783,,,1
37,84,Directed,1784,,,2
104,84,Directed,1785,,,4
101,84,Directed,1786,,,1
2,84,Directed,1787,,,4
36,84,Directed,1788,,,2
108,84,Directed,1789,,,12
98,84,Directed,1790,,,1
77,84,Directed,1791,,,2
23,84,Directed,1792,,,2
18,84,Directed,1793,,,2
6,84,Directed,1794,,,1
54,84,Directed,1795,,,1
49,85,Directed,1796,,,1
79,85,Directed,1797,,,1
37,86,Directed,1798,,,1
38,86,Directed,1799,,,1
12,86,Directed,1800,,,1
88,86,Directed,1801,,,1
60,86,Directed,1802,,,2
41,86,Directed,1803,,,1
4,86,Directed,1804,,,1
2,86,Directed,1805,,,2
35,86,Directed,1806,,,1
22,86,Directed,1807,,,3
20,86,Directed,1808,,,5
47,86,Directed,1809,,,1
67,86,Directed,1810,,,2
52,86,Directed,1811,,,1
29,86,Directed,1812,,,1
95,86,Directed,1813,,,1
28,86,Directed,1814,,,1
31,86,Directed,1815,,,1
109,86,Directed,1816,,,1
54,86,Directed,1817,,,1
14,86,Directed,1818,,,1
36,86,Directed,1819,,,1
82,86,Directed,1820,,,1
76,86,Directed,1821,,,1
49,86,Directed,1822,,,3
101,86,Directed,1823,,,2
55,86,Directed,1824,,,1
21,86,Directed,1825,,,1
27,86,Directed,1826,,,1
89,86,Directed,1827,,,1
108,86,Directed,1828,,,1
103,86,Directed,1829,,,2
42,86,Directed,1830,,,3
45,86,Directed,1831,,,2
15,86,Directed,1832,,,1
69,86,Directed,1833,,,4
1,87,Directed,1834,,,1
28,87,Directed,1835,,,1
6,87,Directed,1836,,,1
59,87,Directed,1837,,,5
108,87,Directed,1838,,,2
38,87,Directed,1839,,,1
22,87,Directed,1840,,,2
4,87,Directed,1841,,,1
86,87,Directed,1842,,,5
104,87,Directed,1843,,,1
55,87,Directed,1844,,,1
15,87,Directed,1845,,,1
60,87,Directed,1846,,,1
101,87,Directed,1847,,,1
3,87,Directed,1848,,,1
20,87,Directed,1849,,,5
40,87,Directed,1850,,,1
73,87,Directed,1851,,,1
2,87,Directed,1852,,,1
14,87,Directed,1853,,,1
82,87,Directed,1854,,,2
53,87,Directed,1855,,,2
69,87,Directed,1856,,,3
70,87,Directed,1857,,,1
23,87,Directed,1858,,,1
35,87,Directed,1859,,,3
92,87,Directed,1860,,,1
44,87,Directed,1861,,,1
18,87,Directed,1862,,,2
54,89,Directed,1863,,,2
31,89,Directed,1864,,,2
102,89,Directed,1865,,,2
45,89,Directed,1866,,,2
88,89,Directed,1867,,,1
65,89,Directed,1868,,,2
41,89,Directed,1869,,,2
5,89,Directed,1870,,,2
65,90,Directed,1871,,,3
54,90,Directed,1872,,,4
5,90,Directed,1873,,,3
45,90,Directed,1874,,,5
88,90,Directed,1875,,,3
41,90,Directed,1876,,,3
31,90,Directed,1877,,,2
102,90,Directed,1878,,,3
89,90,Directed,1879,,,3
59,91,Directed,1880,,,2
37,91,Directed,1881,,,1
86,91,Directed,1882,,,1
47,92,Directed,1883,,,1
41,92,Directed,1884,,,5
60,92,Directed,1885,,,3
12,92,Directed,1886,,,1
82,92,Directed,1887,,,2
101,92,Directed,1888,,,2
14,92,Directed,1889,,,1
103,92,Directed,1890,,,3
5,92,Directed,1891,,,2
69,92,Directed,1892,,,4
45,92,Directed,1893,,,1
4,92,Directed,1894,,,2
86,92,Directed,1895,,,6
99,92,Directed,1896,,,1
33,92,Directed,1897,,,2
54,92,Directed,1898,,,4
22,92,Directed,1899,,,1
108,92,Directed,1900,,,4
98,92,Directed,1901,,,3
18,92,Directed,1902,,,3
53,92,Directed,1903,,,4
2,92,Directed,1904,,,2
20,92,Directed,1905,,,5
35,92,Directed,1906,,,4
38,92,Directed,1907,,,4
70,92,Directed,1908,,,2
15,92,Directed,1909,,,1
59,92,Directed,1910,,,3
49,92,Directed,1911,,,2
102,92,Directed,1912,,,3
37,92,Directed,1913,,,1
31,92,Directed,1914,,,2
104,92,Directed,1915,,,1
43,92,Directed,1916,,,1
28,92,Directed,1917,,,5
78,92,Directed,1918,,,1
73,92,Directed,1919,,,2
67,92,Directed,1920,,,2
36,92,Directed,1921,,,2
76,92,Directed,1922,,,3
